audio_filename,extracted_text
captcha_2571.wav,R3hyfi
captcha_2572.wav,22q481
captcha_2573.wav,ERuLhu
captcha_2574.wav,KBEgjN
captcha_2575.wav,Irhpc5
captcha_2576.wav,9ISSVo
captcha_2577.wav,YZHDME
captcha_2578.wav,DMFUwb
captcha_2579.wav,579GXc
captcha_2580.wav,afxmQy
captcha_2581.wav,iLLISB
captcha_2582.wav,kOnVoc
captcha_2583.wav,Bfs3Sx
captcha_2584.wav,UVJSSV
captcha_2585.wav,fiTTh4
captcha_2586.wav,gQltWq
captcha_2587.wav,SiHVyk
captcha_2588.wav,FmVfei
captcha_2589.wav,XTZKZA
captcha_2590.wav,X046G5
captcha_2591.wav,t9ZkOo
captcha_2592.wav,HZjFyX
captcha_2593.wav,40049k
captcha_2594.wav,LmZMVm
captcha_2595.wav,LOYAji
captcha_2596.wav,tdcR2k
captcha_2597.wav,cSWQch
captcha_2598.wav,UWbcjh
captcha_2599.wav,78izHw
captcha_2600.wav,b3YwqN
captcha_2601.wav,P8U3ts
captcha_2602.wav,IDMSDT
captcha_2603.wav,ysAuzt
captcha_2604.wav,jmylwo
captcha_2605.wav,ToNoqs
captcha_2606.wav,XZnVo8
captcha_2607.wav,VIDsb9
captcha_2608.wav,htAAD2
captcha_2609.wav,qaXwPa
captcha_2610.wav,WGZOeT
captcha_2611.wav,8eDoo3
captcha_2612.wav,qXbrzm
captcha_2613.wav,EBfVwz
captcha_2614.wav,Ok47tz
captcha_2615.wav,uQy1Ut
captcha_2616.wav,6ATBJA
captcha_2617.wav,AMJSg
captcha_2618.wav,ZFtMQN
captcha_2619.wav,uOuWjR
captcha_2620.wav,EFDrxA
captcha_2621.wav,tgXs2d
captcha_2622.wav,Czbov3
captcha_2623.wav,cMZZVP
captcha_2624.wav,OyHI8O
captcha_2625.wav,ylXppn
captcha_2626.wav,YUVKO}
captcha_2627.wav,1d9TLH
captcha_2628.wav,zJOu8J
captcha_2629.wav,UEwuzk
captcha_2630.wav,HBbMSf
captcha_2631.wav,048PL2
captcha_2632.wav,oYjSn4
captcha_2633.wav,mbonbB
captcha_2634.wav,gNYBvY
captcha_2635.wav,cbxkly
captcha_2636.wav,drOlyn
captcha_2637.wav,UYFxDE
captcha_2638.wav,IWptkl
captcha_2639.wav,gQTiyw
captcha_2640.wav,WHxRDU
captcha_2641.wav,SkbyXs
captcha_2642.wav,sBTTiN
captcha_2643.wav,~ghqig8
captcha_2644.wav,JyAfYU
captcha_2645.wav,SanY9T
captcha_2646.wav,MZZNRD
captcha_2647.wav,sbSokq
captcha_2648.wav,kZzcZC
captcha_2649.wav,AZqOdv
captcha_2650.wav,IQIZi9
captcha_2651.wav,DZSfOD
captcha_2652.wav,hXhHGA
captcha_2653.wav,1HNCe4
captcha_2654.wav,pMIISA
captcha_2655.wav,8ROMvG
captcha_2656.wav,E82gu5
captcha_2657.wav,BjwwzN
captcha_2658.wav,69yEuv
captcha_2659.wav,IdUHZV
captcha_2660.wav,LlapAN
captcha_2661.wav,99fJdV
captcha_2662.wav,emuJnn
captcha_2663.wav,44uqSw
captcha_2664.wav,RAS3kr
captcha_2665.wav,21K241
captcha_2666.wav,TXd142
captcha_2667.wav,fObcia
captcha_2668.wav,OHDvID
captcha_2669.wav,ghKOSP
captcha_2670.wav,79XAdQ
captcha_2671.wav,unpf6z
captcha_2672.wav,L73r1D
captcha_2673.wav,VUdQQR
captcha_2674.wav,cy Tzku
captcha_2675.wav,2yY6LE
captcha_2676.wav,DFFEaw
captcha_2677.wav,bUP6V2
captcha_2678.wav,mTzo1K
captcha_2679.wav,O8dRZU
captcha_2680.wav,c3NtK6
captcha_2681.wav,VZM6Jo
captcha_2682.wav,ok2zVo
captcha_2683.wav,bvumOF
captcha_2684.wav,g9ojZP
captcha_2685.wav,Tatugu
captcha_2686.wav,sHgOre
captcha_2687.wav,FKTiNp
captcha_2688.wav,ZiGbnN
captcha_2689.wav,6jfUyg
captcha_2690.wav,SucBSw
captcha_2691.wav,mRQCUL
captcha_2692.wav,FaaE13
captcha_2693.wav,LVqMov
captcha_2694.wav,ZZTo2y
captcha_2695.wav,kwp9J4
captcha_2696.wav,RZF63k
captcha_2697.wav,Xjgtpp
captcha_2698.wav,TUAiPb
captcha_2699.wav,3AYxJa
captcha_2700.wav,LizOSe
captcha_2701.wav,GdkIFE
captcha_2702.wav,COPNqz
captcha_2703.wav,LLaegb
captcha_2704.wav,nsPSNR
captcha_2705.wav,3KCAqJ
captcha_2706.wav,PcalFd
captcha_2707.wav,THHxBv
captcha_2708.wav,ICLQg8
captcha_2709.wav,Rxt9xl
captcha_2710.wav,HabDs5
captcha_2711.wav,4ELbpT
captcha_2712.wav,PXfUXj
captcha_2713.wav,RJJ6Sl
captcha_2714.wav,ZZIBVY
captcha_2715.wav,SXJzk2
captcha_2716.wav,OBzpap
captcha_2717.wav,gouxR8
captcha_2718.wav,OCggux
captcha_2719.wav,t2Zvta
captcha_2720.wav,K2qUum
captcha_2721.wav,XAphKy
captcha_2722.wav,SbAiPB
captcha_2723.wav,3zlmUh
captcha_2724.wav,14RFZL
captcha_2725.wav,MioOOw
captcha_2726.wav,DedeYT
captcha_2727.wav,rohRqM
captcha_2728.wav,J377wm
captcha_2729.wav,qjobt
captcha_2730.wav,Fx2bv6
captcha_2731.wav,uOjd4m
captcha_2732.wav,GdOBxQ
captcha_2733.wav,YGGufC
captcha_2734.wav,rj7grr
captcha_2735.wav,LQNnoq
captcha_2736.wav,YbRVAQ
captcha_2737.wav,ySOAc7
captcha_2738.wav,ugqukX
captcha_2739.wav,UbtfTo
captcha_2740.wav,itHWGt
captcha_2741.wav,108677
captcha_2742.wav,IYe3iy
captcha_2743.wav,44B3A0
captcha_2744.wav,CtLZna
captcha_2745.wav,ARbQT5
captcha_2746.wav,WEulid
captcha_2747.wav,4i8964
captcha_2748.wav,ZERYBO
captcha_2749.wav,6CdZWF
captcha_2750.wav,qDi9i9
captcha_2751.wav,Q8t07H
captcha_2752.wav,s7304Q
captcha_2753.wav,MxNFJe
captcha_2754.wav,dNBbvc
captcha_2755.wav,hGTFSM
captcha_2756.wav,htKMxy
captcha_2757.wav,MZFysN
captcha_2758.wav,1575yg
captcha_2759.wav,dZfMy6
captcha_2760.wav,YxwgVs
captcha_2761.wav,LOMpMn
captcha_2762.wav,9tnHr6
captcha_2763.wav,sXUdSn
captcha_2764.wav,5313xX
captcha_2765.wav,KXErJK
captcha_2766.wav,3at271
captcha_2767.wav,fDVz63
captcha_2768.wav,ErvBBK
captcha_2769.wav,ZX6ZnF
captcha_2770.wav,663C7B
captcha_2771.wav,VSCDJa
captcha_2772.wav,qx3xSH
captcha_2773.wav,PNXpI8
captcha_2774.wav,2denWp
captcha_2775.wav,LVOJcj
captcha_2776.wav,foRprx
captcha_2777.wav,sOzJ61
captcha_2778.wav,wOrDyh
captcha_2779.wav,uaZUMp
captcha_2780.wav,ysagiv
captcha_2781.wav,OMsQ18
captcha_2782.wav,nuJ8bJ
captcha_2783.wav,Q8164i
captcha_2784.wav,WuDBRX
captcha_2785.wav,tcnrik
captcha_2786.wav,BPlxr6
captcha_2787.wav,asezCp
captcha_2788.wav,vSixco
captcha_2789.wav,OsMcZA
captcha_2790.wav,GIFXjg
captcha_2791.wav,KDvvl1
captcha_2792.wav,ftKMD8
captcha_2793.wav,9DNwyd
captcha_2794.wav,DnOpCM
captcha_2795.wav,YwQM6q
captcha_2796.wav,Kvmuef
captcha_2797.wav,qhoo7o
captcha_2798.wav,KUhA1
captcha_2799.wav,TvcCil
captcha_2800.wav,PohzkQ
captcha_2801.wav,Vwogzd
captcha_2802.wav,shHEFI
captcha_2803.wav,f7F48p
captcha_2804.wav,OlEpTh
captcha_2805.wav,SMWFw5
captcha_2806.wav,NpZecJ
captcha_2807.wav,kIBjKy
captcha_2808.wav,LJkcrq
captcha_2809.wav,BKmEOV
captcha_2810.wav,MgzFN8
captcha_2811.wav,ggnkLE
captcha_2812.wav,4tRA9O
captcha_2813.wav,BaVUrx
captcha_2814.wav,pAebgw
captcha_2815.wav,JEMnzk
captcha_2816.wav,ymokvq
captcha_2817.wav,sBO
captcha_2818.wav,dxOQVo
captcha_2819.wav,vbkqun
captcha_2820.wav,iZv1f6
captcha_2821.wav,Ha43tD
captcha_2822.wav,3tUXVX
captcha_2823.wav,bdUiLU
captcha_2824.wav,632u22
captcha_2825.wav,88Kuqe
captcha_2826.wav,09lzPY
captcha_2827.wav,Q9HoffF
captcha_2828.wav,deTiGz
captcha_2829.wav,NST82r
captcha_2830.wav,BBjpMQ
captcha_2831.wav,Olrnn4
captcha_2832.wav,JJYgg6
captcha_2833.wav,OvZpca
captcha_2834.wav,oKarbt
captcha_2835.wav,912NZw
captcha_2836.wav,Ycluhs
captcha_2837.wav,S3Untc
captcha_2838.wav,XpLYnp
captcha_2839.wav,OCSMwk
captcha_2840.wav,JZxOLd
captcha_2841.wav,PaSXxA
captcha_2842.wav,VUgwIk
captcha_2843.wav,QyvOsM
captcha_2844.wav,22r5JK
captcha_2845.wav,Sevpme
captcha_2846.wav,mMAERS
captcha_2847.wav,fIQLnc
captcha_2848.wav,uFANpQ
captcha_2849.wav,a1Vatd
captcha_2850.wav,ktzlqk
captcha_2851.wav,DFCCHB
captcha_2852.wav,Z4JjZM
captcha_2853.wav,GZVOOK
captcha_2854.wav,XBkWHK
captcha_2855.wav,IrtmWw
captcha_2856.wav,KYwBMB
captcha_2857.wav,~9ajxxB
captcha_2858.wav,MZwDT9
captcha_2859.wav,EXLolD
captcha_2860.wav,48uy0Q
captcha_2861.wav,Wdelgc
captcha_2862.wav,ZpMWDr
captcha_2863.wav,YtiMhU
captcha_2864.wav,w9eAVx
captcha_2865.wav,m4pFlz
captcha_2866.wav,QRpGDc
captcha_2867.wav,QkTpif
captcha_2868.wav,jNoAJf
captcha_2869.wav,DesaON
captcha_2870.wav,ZES6Xz
captcha_2871.wav,hzBOMF
captcha_2872.wav,jSNAfN
captcha_2873.wav,UKmnkU
captcha_2874.wav,4GRyss
captcha_2875.wav,qBaxVg
captcha_2876.wav,LZFflu
captcha_2877.wav,UudaMR
captcha_2878.wav,N89YxR
captcha_2879.wav,a2GMzo
captcha_2880.wav,aT23DG
captcha_2881.wav,JFBqDc
captcha_2882.wav,9wldps
captcha_2883.wav,UJvPEa
captcha_2884.wav,OVqMuP
captcha_2885.wav,unColf
captcha_2886.wav,TmdOsT
captcha_2887.wav,Ow9E83
captcha_2888.wav,UrpSEU
captcha_2889.wav,yCiv83
captcha_2890.wav,3loVKx
captcha_2891.wav,3li0je
captcha_2892.wav,QRixzf
captcha_2893.wav,Pzdmy8
captcha_2894.wav,ViXpCs
captcha_2895.wav,08a8M6
captcha_2896.wav,TpZazz
captcha_2897.wav,GdTnVi
captcha_2898.wav,KFZuTy
captcha_2899.wav,V315an
captcha_2900.wav,IfsVfk
captcha_2901.wav,Ouhx3t
captcha_2902.wav,aYWuqo
captcha_2903.wav,Fn31WF
captcha_2904.wav,JzYibG
captcha_2905.wav,USVqEO
captcha_2906.wav,OuV6wi
captcha_2907.wav,oURpWF
captcha_2908.wav,968G98
captcha_2909.wav,VVVGC3
captcha_2910.wav,k4LtZf
captcha_2911.wav,WqdmTM
captcha_2912.wav,Wstz8z
captcha_2913.wav,tBbudv
captcha_2914.wav,VORAP
captcha_2915.wav,4TNTSi
captcha_2916.wav,nfEOUp
captcha_2917.wav,ZZBJ8b
captcha_2918.wav,dAQQFN
captcha_2919.wav,DEkuuz
captcha_2920.wav,e74R4m
captcha_2921.wav,tCTCPY
captcha_2922.wav,ZxvwFD
captcha_2923.wav,xgeEfb
captcha_2924.wav,hV8NXk
captcha_2925.wav,xafCcm
captcha_2926.wav,dZHghE
captcha_2927.wav,a04NZa
captcha_2928.wav,ktAi3K
captcha_2929.wav,Inzie
captcha_2930.wav,qWjbJw
captcha_2931.wav,eC320B
captcha_2932.wav,LWo8Rk
captcha_2933.wav,Kotwgc
captcha_2934.wav,kiWDZi
captcha_2935.wav,8sqTAL
captcha_2936.wav,Szm4x5
captcha_2937.wav,ckgcqq
captcha_2938.wav,fbUxCg
captcha_2939.wav,H9wtr7
captcha_2940.wav,Luh2dk
captcha_2941.wav,ELHGLp
captcha_2942.wav,EONpkD
captcha_2943.wav,xlGdti
captcha_2944.wav,x1ko89
captcha_2945.wav,Evw2u8
captcha_2946.wav,ipAKAe
captcha_2947.wav,pOuABd
captcha_2948.wav,Ntgvaz
captcha_2949.wav,W3DgQQ
captcha_2950.wav,HZsJgz
captcha_2951.wav,q9tXxt
captcha_2952.wav,BZ4KbY
captcha_2953.wav,trSyq8
captcha_2954.wav,crbuVq
captcha_2955.wav,PUwGIx
captcha_2956.wav,UGSp6o
captcha_2957.wav,PRNOqT
captcha_2958.wav,Glg3sv
captcha_2959.wav,LxM48I
captcha_2960.wav,WFISwU
captcha_2961.wav,ozwVea
captcha_2962.wav,CxXBIN
captcha_2963.wav,wgdKIX
captcha_2964.wav,6N4s8Y
captcha_2965.wav,OeghhQ
captcha_2966.wav,BTYMSs
captcha_2967.wav,PISqUc
captcha_2968.wav,jG1H6G
captcha_2969.wav,KB9x3P
captcha_2970.wav,xQrlz1
captcha_2971.wav,oxbzpH
captcha_2972.wav,L6sQA3
captcha_2973.wav,txBXDh
captcha_2974.wav,G4Pcjp
captcha_2975.wav,UREoKv
captcha_2976.wav,EISWm 1
captcha_2977.wav,BwwBOE
captcha_2978.wav,rbiw8x
captcha_2979.wav,RNdotT
captcha_2980.wav,mFPQII
captcha_2981.wav,pSiuOB
captcha_2982.wav,ZYTas3
captcha_2983.wav,FPZIjG
captcha_2984.wav,4K8ozS
captcha_2985.wav,ZYaErd
captcha_2986.wav,XJHIlc
captcha_2987.wav,xtWmNs
captcha_2988.wav,dTrfGo
captcha_2989.wav,DZQaqh
captcha_2990.wav,PCZOZJ
captcha_2991.wav,rwSEwd
captcha_2992.wav,WOvBCI
captcha_2993.wav,TKXRuJ
captcha_2994.wav,kcpbRW
captcha_2995.wav,Jmbn49
captcha_2996.wav,PnJh06
captcha_2997.wav,ZwBBxo
captcha_2998.wav,rJOqhy
captcha_2999.wav,qSnmo1
captcha_3000.wav,GSBPEo
captcha_3001.wav,YjAgh
captcha_3002.wav,VqXnm
captcha_3003.wav,YbcgWx
captcha_3004.wav,250409
captcha_3005.wav,AIV OLm
captcha_3006.wav,onmiHL
captcha_3007.wav,8WL8Yw
captcha_3008.wav,gSASNp
captcha_3009.wav,LrXXOS
captcha_3010.wav,MwBodL
captcha_3011.wav,QZvEme
captcha_3012.wav,HgWNDQ
captcha_3013.wav,WpOBOS
captcha_3014.wav,rEoZqt
captcha_3015.wav,Ir9Kpy
captcha_3016.wav,zgLoTW
captcha_3017.wav,LSuxXt
captcha_3018.wav,JNLeOo
captcha_3019.wav,567NHU
captcha_3020.wav,113Xws
captcha_3021.wav,gykaZR
captcha_3022.wav,JuyWil
captcha_3023.wav,Zapxse
captcha_3024.wav,6hgLSF
captcha_3025.wav,G380wQ
captcha_3026.wav,ZNLZ9q
captcha_3027.wav,hbaiQH
captcha_3028.wav,Ma4n74
captcha_3029.wav,ZnBXpz
captcha_3030.wav,fErrFB
captcha_3031.wav,AZ6qUy
captcha_3032.wav,nBPITR
captcha_3033.wav,ht8ago
captcha_3034.wav,ytZmys
captcha_3035.wav,V2IDvm
captcha_3036.wav,rUo78K
captcha_3037.wav,mbYFrY
captcha_3038.wav,8xmhlm
captcha_3039.wav,HTXcLn
captcha_3040.wav,YOWPSb
captcha_3041.wav,PzIMay
captcha_3042.wav,WOjLFr
captcha_3043.wav,HajHHH
captcha_3044.wav,h3uMfd
captcha_3045.wav,nPusaM
captcha_3046.wav,GIVxAY
captcha_3047.wav,nVRtoB
captcha_3048.wav,tgETID
captcha_3049.wav,GehFrT
captcha_3050.wav,Tolz8u
captcha_3051.wav,OggjPa
captcha_3052.wav,RoYmos
captcha_3053.wav,OulOj1
captcha_3054.wav,zofgdo
captcha_3055.wav,delsSH
captcha_3056.wav,1b3qXv
captcha_3057.wav,PWSspx
captcha_3058.wav,nuzyRF
captcha_3059.wav,JOBApR
captcha_3060.wav,isy8ms
captcha_3061.wav,Tumo6l
captcha_3062.wav,XXgMIU
captcha_3063.wav,1Gb6Ga
captcha_3064.wav,yafrh2
captcha_3065.wav,9GkbWg
captcha_3066.wav,eZvMmF
captcha_3067.wav,kOosHe
captcha_3068.wav,Mg5Czx
captcha_3069.wav,edCsPA
captcha_3070.wav,2wDoil
captcha_3071.wav,YBMJLe
captcha_3072.wav,VOXGcD
captcha_3073.wav,AQE9yH
captcha_3074.wav,BWHJOx
captcha_3075.wav,A1OEfp
captcha_3076.wav,eStavh
captcha_3077.wav,fKFrRP
captcha_3078.wav,SclwJv
captcha_3079.wav,R9xzHp
captcha_3080.wav,IAuzVe
captcha_3081.wav,2kKpgF
captcha_3082.wav,XSW18x
captcha_3083.wav,ReMXmj
captcha_3084.wav,iLpqdo
captcha_3085.wav,Icdigu
captcha_3086.wav,GhxcPO
captcha_3087.wav,YEZTT9
captcha_3088.wav,R9H9Ds
captcha_3089.wav,SiVsnL
captcha_3090.wav,iKOz6i
captcha_3091.wav,UG3cPH
captcha_3092.wav,FCRyFY
captcha_3093.wav,NUQnUK
captcha_3094.wav,P4k6Ds
captcha_3095.wav,Av3912
captcha_3096.wav,IMCgHR
captcha_3097.wav,F2oWnB
captcha_3098.wav,sqCrBU
captcha_3099.wav,seak4r
captcha_3100.wav,fLOkUS
captcha_3101.wav,dm79HA
captcha_3102.wav,DAmrGs
captcha_3103.wav,SJzef1
captcha_3104.wav,BSh9Ks
captcha_3105.wav,MmRSkJ
captcha_3106.wav,yvguuP
captcha_3107.wav,E9uloo
captcha_3108.wav,jgKQYQ
captcha_3109.wav,fzMuEi
captcha_3110.wav,crIgrb
captcha_3111.wav,E1962Z
captcha_3112.wav,jBGidg
captcha_3113.wav,LZ9ovt
captcha_3114.wav,YyGfMN
captcha_3115.wav,gOy51J
captcha_3116.wav,UtWocA
captcha_3117.wav,XYxcD9
captcha_3118.wav,ToQy67
captcha_3119.wav,jbokzt
captcha_3120.wav,FeOxqs
captcha_3121.wav,3DhHO7
captcha_3122.wav,LpINr9
captcha_3123.wav,UC9OJZ
captcha_3124.wav,QYNfSq
captcha_3125.wav,WAEJhk
captcha_3126.wav,GkMM3Z
captcha_3127.wav,RghLcf
captcha_3128.wav,EQKxk8
captcha_3129.wav,ZEjagc
captcha_3130.wav,jYF3q2
captcha_3131.wav,NOfrrn
captcha_3132.wav,cgOV3m
captcha_3133.wav,SmzhGG
captcha_3134.wav,HVeCsk
captcha_3135.wav,OeGxj1
captcha_3136.wav,OJKKTH
captcha_3137.wav,767sqs
captcha_3138.wav,vge8yF
captcha_3139.wav,rTZXb1
captcha_3140.wav,KFGQwO
captcha_3141.wav,CYZsCQ
captcha_3142.wav,2GLDbz
captcha_3143.wav,4VINFs
captcha_3144.wav,POZJVQ
captcha_3145.wav,ckPKJY
captcha_3146.wav,qBn341
captcha_3147.wav,SZCnYE
captcha_3148.wav,EAIDay
captcha_3149.wav,bv36gF
captcha_3150.wav,QHvLh
captcha_3151.wav,pTBvAZ
captcha_3152.wav,662Qg0
captcha_3153.wav,ounAKG
captcha_3154.wav,ZgVHUS
captcha_3155.wav,qEoxpz
captcha_3156.wav,WVvTHU
captcha_3157.wav,LOzeOc
captcha_3158.wav,ruDrom
captcha_3159.wav,iczfi5
captcha_3160.wav,Zw19nn
captcha_3161.wav,PkeRZD
captcha_3162.wav,5j2FQ8
captcha_3163.wav,DOLffk
captcha_3164.wav,RZGnOv
captcha_3165.wav,6C27kz
captcha_3166.wav,yGiQyf
captcha_3167.wav,jKKKao
captcha_3168.wav,Sgdrta
captcha_3169.wav,TkWAVI
captcha_3170.wav,jFdIdz
captcha_3171.wav,SGLCvk
captcha_3172.wav,6f9Ry5
captcha_3173.wav,xFDqhB
captcha_3174.wav,AJGheP
captcha_3175.wav,mb3ikh
captcha_3176.wav,4sannL
captcha_3177.wav,teTylE
captcha_3178.wav,8994aS
captcha_3179.wav,Q3bMjc
captcha_3180.wav,VHOpVz
captcha_3181.wav,eESFxf
captcha_3182.wav,paAJjd
captcha_3183.wav,elbN2q
captcha_3184.wav,95QDUa
captcha_3185.wav,ZWHhwF
captcha_3186.wav,EDFua4
captcha_3187.wav,VDfULg
captcha_3188.wav,SbAgfs
captcha_3189.wav,dYDFWE
captcha_3190.wav,SBqwdd
captcha_3191.wav,IfDpmw
captcha_3192.wav,Pksflg
captcha_3193.wav,VWBTDI
captcha_3194.wav,rpTyg7
captcha_3195.wav,CnUapa
captcha_3196.wav,OFMvOF
captcha_3197.wav,xKdyxS
captcha_3198.wav,WUSQKg
captcha_3199.wav,walwpk
captcha_3200.wav,CxX1Qt
captcha_3201.wav,ZYOh9t
captcha_3202.wav,VEDyuG
captcha_3203.wav,dbvkEw
captcha_3204.wav,ZNAtcG
captcha_3205.wav,GbpY8z
captcha_3206.wav,dHA8zy
captcha_3207.wav,W8ChR2
captcha_3208.wav,xz9io3
captcha_3209.wav,XjxSnb
captcha_3210.wav,SSbtce
captcha_3211.wav,Yo8gw5
captcha_3212.wav,UOfefx
captcha_3213.wav,g2vBcS
captcha_3214.wav,aOLEkl
captcha_3215.wav,ubmOrt
captcha_3216.wav,bzkA59
captcha_3217.wav,MHScdh
captcha_3218.wav,WhHNZm
captcha_3219.wav,u25HXX
captcha_3220.wav,EHsaal
captcha_3221.wav,U4wBHr
captcha_3222.wav,Z1N65T
captcha_3223.wav,uvghUo
captcha_3224.wav,Yj918d
captcha_3225.wav,GMibvo
captcha_3226.wav,XSVHIa
captcha_3227.wav,gEg3Cl
captcha_3228.wav,UOxJv1
captcha_3229.wav,Zm2NSs
captcha_3230.wav,8R4s11
captcha_3231.wav,sdwKwq
captcha_3232.wav,NwFJ52
captcha_3233.wav,aghMBP
captcha_3234.wav,inKMOw
captcha_3235.wav,HUFctz
captcha_3236.wav,weTCqt
captcha_3237.wav,x9r9s9
captcha_3238.wav,SyFxWY
captcha_3239.wav,VHPStH
captcha_3240.wav,ThF4uk
captcha_3241.wav,RvzwOh
captcha_3242.wav,rsZyjw
captcha_3243.wav,ORyQMY
captcha_3244.wav,kZoFub
captcha_3245.wav,9jNEXa
captcha_3246.wav,6Gev3r
captcha_3247.wav,NlorPm
captcha_3248.wav,cgntSk
captcha_3249.wav,EDcEuH
captcha_3250.wav,Jf3cdP
captcha_3251.wav,EpZFBn
captcha_3252.wav,OGDZvv
captcha_3253.wav,eaQuMk
captcha_3254.wav,AJuZCP
captcha_3255.wav,FguaOb
captcha_3256.wav,WIlfvT
captcha_3257.wav,BYd9rj
captcha_3258.wav,ZOmiP6
captcha_3259.wav,GSiXA4
captcha_3260.wav,rGNzVP
captcha_3261.wav,lewxlg
captcha_3262.wav,~97z6EG
captcha_3263.wav,SfVUjG
captcha_3264.wav,pi40ro
captcha_3265.wav,3YuzFf
captcha_3266.wav,16CGhQ
captcha_3267.wav,5Uun4T
captcha_3268.wav,20153n
captcha_3269.wav,oSbfiz
captcha_3270.wav,CeVcvX
captcha_3271.wav,jQ3Lky
captcha_3272.wav,SAGt76
captcha_3273.wav,pfUeOs
captcha_3274.wav,Imt4UL
captcha_3275.wav,Ivkos9
captcha_3276.wav,FiDeOK
captcha_3277.wav,slbojT
captcha_3278.wav,ZCDJeo
captcha_3279.wav,tb8AOC
captcha_3280.wav,3TvMKS
captcha_3281.wav,OvFTnc
captcha_3282.wav,hVAppp
captcha_3283.wav,E6cMS
captcha_3284.wav,s3LuM9
captcha_3285.wav,ZWyS9H
captcha_3286.wav,MZbWOZ
captcha_3287.wav,pTNI83
captcha_3288.wav,JmUo91
captcha_3289.wav,rfjiSQ
captcha_3290.wav,DXts6r
captcha_3291.wav,mRSxUT
captcha_3292.wav,tDW8SJ
captcha_3293.wav,TcTBdk
captcha_3294.wav,SyhjHF
captcha_3295.wav,3QiEfx
captcha_3296.wav,SDOtyL
captcha_3297.wav,esvHpc
captcha_3298.wav,miZiXa
captcha_3299.wav,EJT1H2
captcha_3300.wav,VvXgRO
captcha_3301.wav,fcPowU
captcha_3302.wav,trVJBL
captcha_3303.wav,fkPWZO
captcha_3304.wav,EM8zHf
captcha_3305.wav,SSaxjc
captcha_3306.wav,BvpGXc
captcha_3307.wav,Eqg8vI
captcha_3308.wav,ITBAwD
captcha_3309.wav,qVAPPR
captcha_3310.wav,ANIFMY
captcha_3311.wav,TXFPY3
captcha_3312.wav,eiBFiG
captcha_3313.wav,VwnZCT
captcha_3314.wav,vXkHt6
captcha_3315.wav,92F1fZ
captcha_3316.wav,UBIZXz
captcha_3317.wav,Zvvxo2
captcha_3318.wav,XO4XGJ
captcha_3319.wav,XE4j4E
captcha_3320.wav,KNJmtw
captcha_3321.wav,OUCDiD
captcha_3322.wav,WZOAKI
captcha_3323.wav,CrTWpK
captcha_3324.wav,9IEgha
captcha_3325.wav,yrOq8L
captcha_3326.wav,ggnQx4
captcha_3327.wav,CWwn3x
captcha_3328.wav,2lknxT
captcha_3329.wav,HAzMpB
captcha_3330.wav,3jzWr1
captcha_3331.wav,Du2rAa
captcha_3332.wav,gseWon
captcha_3333.wav,ukk3Kf
captcha_3334.wav,KQMJbv
captcha_3335.wav,XgWMz7
captcha_3336.wav,aDICtA
captcha_3337.wav,AF4w7
captcha_3338.wav,dHZMUn
captcha_3339.wav,eOBdih
captcha_3340.wav,wYieYo
captcha_3341.wav,vWQZcB
captcha_3342.wav,ZacMou
captcha_3343.wav,4nkEW2
captcha_3344.wav,jeBemo
captcha_3345.wav,Pi46y
captcha_3346.wav,z9ogiR
captcha_3347.wav,~q7WS48
captcha_3348.wav,t9rlqq
captcha_3349.wav,KpXFXY
captcha_3350.wav,BeVrbk
captcha_3351.wav,~ZidLOp
captcha_3352.wav,SGEDEz
captcha_3353.wav,veMCmg
captcha_3354.wav,UNlepk
captcha_3355.wav,IQutng
captcha_3356.wav,ZaSkfq
captcha_3357.wav,SWkOq1
captcha_3358.wav,prEgut
captcha_3359.wav,NgV9do
captcha_3360.wav,NCBazc
captcha_3361.wav,udwSym
captcha_3362.wav,MOufG3
captcha_3363.wav,80Gml
captcha_3364.wav,sb3415
captcha_3365.wav,aQuxdg
captcha_3366.wav,WZAUYJ
captcha_3367.wav,aBmwGJ
captcha_3368.wav,X8FA8Q
captcha_3369.wav,cbUnsi
captcha_3370.wav,6PAGae
captcha_3371.wav,mOzxeY
captcha_3372.wav,RBZOCs
captcha_3373.wav,mOwSmL
captcha_3374.wav,T1Y6tJ
captcha_3375.wav,Fbusxr
captcha_3376.wav,mOpcz9
captcha_3377.wav,oM6Pwx
captcha_3378.wav,vliSE4
captcha_3379.wav,CdoKnk
captcha_3380.wav,n92N03
captcha_3381.wav,AkoQik
captcha_3382.wav,ncVags
captcha_3383.wav,moSkuF
captcha_3384.wav,SotbmV
captcha_3385.wav,2gVZW1
captcha_3386.wav,2wkxpP
captcha_3387.wav,hNTiOb
captcha_3388.wav,XJtNvs
captcha_3389.wav,cYomBJ
captcha_3390.wav,fXqg2Z
captcha_3391.wav,IdwRMi
captcha_3392.wav,HjDOW9
captcha_3393.wav,GXBcit
captcha_3394.wav,UWUJFS
captcha_3395.wav,Icgzvu
captcha_3396.wav,AurlQq
captcha_3397.wav,cKIsTD
captcha_3398.wav,n9Cn88
captcha_3399.wav,eSLhdD
captcha_3400.wav,yw4ocK
captcha_3401.wav,UNGX
captcha_3402.wav,n4EgxF
captcha_3403.wav,VGPycg
captcha_3404.wav,dAZ8WO
captcha_3405.wav,OgDgxf
captcha_3406.wav,i4Gwud
captcha_3407.wav,3Ahhcn
captcha_3408.wav,DTufhG
captcha_3409.wav,VuGnlm
